base,derived,prefix,separability,pos,gloss_de,gloss_es,gloss_en,example,wiktionary_url
setzen,hinsetzen,hin-,separable,Verb,"allgemein: sich in eine sitzende Position bringen speziell: auf einer Sitzgelegenheit Platz nehmen etwas hinsetzen : etwas (meist schweres) abstellen im übertragenen Sinne : (Tiere, Dinge, etc) sich in eine Position bringen; sich irgendwo platzieren (auch in sitz ähnlicher Haltung )",,,Er konnte nicht mehr weiterlaufen und trotz des nassen Bodens setzte er sich hin.,https://de.wiktionary.org/wiki/hinsetzen
setzen,nachsetzen,nach-,separable,Verb,jemanden oder etwas verfolgen etwas erneut ins Gespräch bringen etwas an einer Stelle hinter einem Bezugspunkt platzieren,,,Sie setzen den flüchtigen Verbrechern nach.,https://de.wiktionary.org/wiki/nachsetzen
setzen,umsetzen,um-,ambiguous,Verb,"an einen anderen Platz bringen [1a] Gartenbau: umpflanzen reflexiv : sich an einen anderen Sitzplatz begeben etwas ausführen, realisieren umwandeln reflexiv : sich umwandeln Ökonomie : Umsatz machen",,,Wir müssen die Tür umsetzen.,https://de.wiktionary.org/wiki/umsetzen
setzen,untersetzen,unter-,ambiguous,Verb,"umgangssprachlich , auch im Reitsport : etwas unterhalb von etwas platzieren / montieren",,,"Er hat eine Bananenkiste genommen, Räder untergesetzt und fertig war der Anhänger zum Dreirad.",https://de.wiktionary.org/wiki/untersetzen
setzen,versetzen,ver-,inseparable,Verb,"vor einer Stelle zu einer anderen bewegen in einen anderen Zustand bringen eine Person von einer Stelle in eine andere beordern zum Pfand geben im Stich lassen mit Nachdruck antworten mischen, panschen eine Klassenarbeit mit einer schlechten Note abschließen mit erfolgreichem Jahresabschlusszeugnis in die nächsthöhere Klasse lassen",,,"Ich muss den Sessel versetzen, damit ich an die Steckdose komme.",https://de.wiktionary.org/wiki/versetzen
setzen,vorsetzen,vor-,separable,Verb,"jemanden/etwas nach vorne setzen etwas so anbringen / befestigen / davorsetzen , dass es vor etwas anderem ist Beruf : jemanden in eine Position vor jemanden anderen befördern Essen , Trinken : eine Mahlzeit oder ein Getränk anbieten oder vor jemanden auf den Tisch stellen jemandem etwas präsentieren (beispielsweise eine Geschichte )",,,"Lehrer zum Schüler: „Henry, setz dich vor in die erste Reihe, dann machst du keinen Blödsinn mehr.“",https://de.wiktionary.org/wiki/vorsetzen
setzen,widersetzen,wider-,ambiguous,Verb,"reflexiv : einer Verhaltensaufforderung oder Regel nicht folgen , diese zurückweisen oder missachten",,,Der Soldat widersetzte sich dem Befehl des Vorgesetzten.,https://de.wiktionary.org/wiki/widersetzen
setzen,zersetzen,zer-,inseparable,Verb,"transitiv : etwas in seine Bestandteile auflösen reflexiv : etwas löst sich in seine Bestandteile auf transitiv , übertragen : etwas von innen zerstören, untergraben, schwer schädigen",,,"Japanische Forscher haben ein Bakterium entdeckt, das in der Lage ist, diesen speziellen Kunststoff vollständig zu zersetzen (Science, Yoshida et al., 2016).",https://de.wiktionary.org/wiki/zersetzen
setzen,zurücksetzen,zurück-,separable,Verb,eine Person oder einen Gegenstand an seine ursprüngliche oder vorherige Stelle setzen eine Person oder einen Gegenstand an eine hintere Stelle setzen ein Fahrzeug eine kurze Strecke rückwärtsfahren eine Person schlechter als andere Personen behandeln landschaftlich : etwas preislich vergünstigen Jägersprache : ein kleineres Geweih erhalten im Vergleich zum Vorjahr EDV : wieder in einen früheren Zustand/in den Anfangszustand bringen,,,Charakteristische Wortkombinationen:,https://de.wiktionary.org/wiki/zur%C3%BCcksetzen
setzen,zusammensetzen,zusammen-,separable,Verb,transitiv : ein Ganzes aus seinen Teilen herstellen reflexiv : sich mit anderen treffen reflexiv : bestehen aus,,,"Es ist ihm nicht gelungen, die Uhr wieder zusammenzusetzen.",https://de.wiktionary.org/wiki/zusammensetzen
setzen,zusetzen,zu-,separable,Verb,"reflexiv : durch etwas verstopfen jemanden stark belasten , jemanden mit seinem Anliegen nicht in Ruhe lassen, jemanden beständig ansprechen / angreifen etwas zu etwas, was schon vorhanden ist, dazutun bei einem Geschäft Geld verlieren",,,Das Siel vor der Bäckerei hat sich mit Laub zugesetzt .,https://de.wiktionary.org/wiki/zusetzen
setzen,übersetzen,über-,ambiguous,Verb,"transitiv : etwas in eine andere Sprache übertragen transitiv : etwas über das übliche Maß hinaus besetzen transitiv , Technik : die Lineargeschwindigkeit , Rotationsgeschwindigkeit , Kraft, das Drehmoment eines Antriebs transformieren [3a] speziell: wenn der nummerische Wert dabei größer wird",,,Ich habe den Artikel vom Baskischen ins Albanische übersetzt.,https://de.wiktionary.org/wiki/%C3%BCbersetzen
sprechen,absprechen,ab-,separable,Verb,"etwas auf Grundlage eines Urteils (zum Beispiel eines Gerichtsurteils) aberkennen angeben, dass (nach der eigenen Ansicht) ein anderer eine bestimmte Eigenschaft, Fähigkeit oder etwas Ähnliches nicht hat etwas vereinbaren , verabreden , festlegen",,,Robert wurden die bürgerlichen Ehrenrechte abgesprochen.,https://de.wiktionary.org/wiki/absprechen
sprechen,ansprechen,an-,separable,Verb,"anfangen mit jemandem zu sprechen; mit jemandem ein Gespräch beginnen die Aufmerksamkeit oder das Interesse von jemandem erwecken ; den Geschmack von jemandem treffen etwas ansprechen : etwas zur Sprache bringen / zum Thema des Gespräches machen Jägersprache: feststellen , welche Tierart vor einem steht auf etwas ansprechen: auf etwas reagieren",,,"Entschuldigen Sie, wenn ich Sie so einfach anspreche, aber ich hätte da mal eine Frage.",https://de.wiktionary.org/wiki/ansprechen
sprechen,aussprechen,aus-,separable,Verb,"Laute , Worte und Sätze so akustisch gestalten , dass diese hörbar und je nach Sprache verständlich sind sich aussprechen: einen Streit durch ein Gespräch beilegen etwas nicht für sich behalten, sondern laut sagen einen Satz zu Ende sprechen sich für/gegen etwas aussprechen : etwas befürworten , etwas zustimmen / etwas ablehnen sich für/gegen jemanden aussprechen : eine Personalie befürworten/ablehnen",,,Sprich das „a“ bitte deutlicher aus.,https://de.wiktionary.org/wiki/aussprechen
sprechen,besprechen,be-,inseparable,Verb,gemeinsam einen Sachverhalt diskutieren magische Formeln auf etwas anwenden auf Tonband aufnehmen Kritik über ein Buch oder einen Film schreiben,,,Man sitzt im Konferenzzimmer und bespricht das neue Projekt.,https://de.wiktionary.org/wiki/besprechen
sprechen,durchsprechen,durch-,ambiguous,Verb,verschiedene Aspekte eines Themas bereden,,,"Schön, dass wir das neue Werbekonzept mal in aller Ruhe durchgesprochen haben.",https://de.wiktionary.org/wiki/durchsprechen
sprechen,einsprechen,ein-,separable,Verb,"in ein Mikrophon sprechen , um eine Tonaufnahme zu produzieren versuchen , jemanden mit Worten zu überzeugen",,,Otto Sander hat seine Texte mit markanter Stimme eingesprochen.,https://de.wiktionary.org/wiki/einsprechen
sprechen,entsprechen,ent-,inseparable,Verb,auf gleichem oder angemessenem Niveau sein die Anforderungen oder Wünsche erfüllen,,,Deine Leistungen entsprechen nicht deinen tatsächlichen Fähigkeiten.,https://de.wiktionary.org/wiki/entsprechen
sprechen,mitsprechen,mit-,separable,Verb,"bestimmte Worte zusammen mit anderen laut aufsagen etwas zu sagen haben, an Entscheidungen teilhaben eine Rolle spielen; wichtig sein, weil es oder man zu etwas beiträgt",,,Die Rekruten werden den Eid laut mitsprechen .,https://de.wiktionary.org/wiki/mitsprechen
sprechen,nachsprechen,nach-,separable,Verb,"transitiv , intransitiv : (das, was zuvor ein anderer gesagt hat,) wiederholen",,,"Herr Meier, ich lese vor, Sie sprechen nach.",https://de.wiktionary.org/wiki/nachsprechen
sprechen,versprechen,ver-,inseparable,Verb,transitiv : etwas verbindlich zusagen reflexiv : versehentlich etwas falsch aussprechen oder Wörter verwechseln reflexiv : erwarten intransitiv : Anlass oder Grund geben zu hoffen,,,"Versprich mir, dass du aufpasst!",https://de.wiktionary.org/wiki/versprechen
sprechen,vorsprechen,vor-,separable,Verb,"(eine höhergestellte Person, die etwas zu sagen hat) besuchen und um etwas bitten im Rahmen einer Bewerbung/(Aufnahme-)Prüfung dem Prüfer einen Text vorstellen/aufsagen ( sprechen ) jemandem ein Wort/einen Text sagen, meist damit es nachgesprochen werden kann",,,"Als Herr Ting im Auswärtigen Amt vorspricht , wird er durch Herrn von Trebitz empfangen.",https://de.wiktionary.org/wiki/vorsprechen
sprechen,widersprechen,wider-,ambiguous,Verb,auf eine Aussage mit einer gegenteiligen Aussage antworten im Gegensatz zu einer Sache stehen; dagegensprechen; nicht zusammenpassen,,,Sie widersprachen seinen Ansichten heftig.,https://de.wiktionary.org/wiki/widersprechen
sprechen,zusprechen,zu-,separable,Verb,"offiziell entscheiden , dass jemand etwas bekommen soll versuchen , durch Reden jemandem ein Gefühl zu vermitteln , ihm zu helfen ein Genussmittel schätzen",,,Das Nachlassgericht spricht den Kindern das Erbe zu .,https://de.wiktionary.org/wiki/zusprechen
sprechen,übersprechen,über-,ambiguous,Verb,"Tontechnik : auf eine bestehende Aufnahme einen neuen Text einspielen , eine zweite Tonspur darüberlegen veraltet : bereden , drüber sprechen veraltet : jemand anderen nicht zu Worte kommen lassen",,,"„Öffentlich zur Vorführung gelangende Kinofilme, Videofilme oder deren Fragmente sind entweder in der Staatssprache zu vertonen oder zu übersprechen oder aber parallel zur originalen Tonbegleitung mit Untertiteln in der Staatssprache zu versehen.“",https://de.wiktionary.org/wiki/%C3%BCbersprechen
stehen,abstehen,ab-,separable,Verb,"Hilfsverb haben , unpersönlich : nach außen weisen; Platz haben Hilfsverb sein , gehoben : etwas nicht tun; von etwas Abstand nehmen Hilfsverb haben , umgangssprachlich : lange Zeit herumstehen (ohne dass etwas Besonderes passiert) Hilfsverb sein , südwestdeutsch : eingehen, absterben",,,"Mit Gel hilft man nach, damit die Haare abstehen .",https://de.wiktionary.org/wiki/abstehen
stehen,anstehen,an-,separable,Verb,"sich an das Ende einer Schlange stellen und warten, um an die Reihe zu kommen aktuell sein, getan werden müssen zu Gesicht stehen, einen bestimmten Eindruck machen festgelegt, angesetzt sein",,,"Er stand an , um ein Stück Brot aus dem Laden zu erlangen.",https://de.wiktionary.org/wiki/anstehen
stehen,aufstehen,auf-,separable,Verb,"Hilfsverb sein : sich vom Nachtlager (Bett) erheben Hilfsverb sein : sich von seinem Sitz erheben Hilfsverb sein : einen Aufstand machen umgangssprachlich , Hilfsverb haben : offen (also unverschlossen und zugänglich) stehen",,,Ich bin heute extra früh aufgestanden.,https://de.wiktionary.org/wiki/aufstehen
stehen,ausstehen,aus-,separable,Verb,"intransitiv : erwartet werden, aber noch fehlen transitiv : etwas ertragen, durchhalten",,,Die letzte Zahlung steht noch aus.,https://de.wiktionary.org/wiki/ausstehen
stehen,beistehen,bei-,separable,Verb,"Das Hilfsverb sein wird vor allem in Süddeutschland, Österreich und der Schweiz verwendet.",,,Gott möge dir beistehen! Gott steh mir bei!,https://de.wiktionary.org/wiki/beistehen
stehen,bestehen,be-,inseparable,Verb,"transitiv : erfolgreich absolvieren mit aus oder in und Dativ : zusammengesetzt sein, ausschließlich enthalten mit auf und Dativ , selten Akkusativ : sich für etwas stark machen, nachdrücklich fordern , auf etwas beharren intransitiv : existieren , erhalten bleiben",,,Er hat die Prüfung bestanden.,https://de.wiktionary.org/wiki/bestehen
stehen,durchstehen,durch-,ambiguous,Verb,"etwas körperlich oder seelisch Belastendes bis zum Ende aushalten, durchhalten Skisport : einen Skilauf oder weiten Sprung ohne Sturz meistern",,,"Was haben diese Menschen erlitten, was haben sie durchgestanden – und haben dabei trotzdem ihren Lebensmut, ihre Empathie und ihren Elan nicht verloren.",https://de.wiktionary.org/wiki/durchstehen
stehen,einstehen,ein-,separable,Verb,"für eine Sache bürgen , garantieren die Verantwortung für etwas übernehmen , die Schuld für etwas anerkennen für jemanden die Rechnung übernehmen , das Geld auslegen (ein Ereignis ) (sich) ankündigen ; bevorstehen ; kurz vor dem Anfang von … stehen , beginnen sich ins Gleichgewicht bringen ; einpendeln sich einordnen , sich in eine vorgegebene Ordnung einpassen ; ins Glied eintreten keinen Fortschritt mehr zeigen ; stillstehen ; jede Art von Aktivität / Leben einstellen die Verantwortung für eine Aufgabe übernehmen ; in ein Dienstverhältnis oder die Schule eintreten jägersprachlich , von Tieren : sich hinlegen",,,"Ich stehe dafür ein, dass der Kredit nicht faul ist.",https://de.wiktionary.org/wiki/einstehen
stehen,entstehen,ent-,inseparable,Verb,intransitiv : seine Existenz beginnen intransitiv : durch etwas hervorgerufen werden,,,Vor Millionen von Jahren entstand auf der Erde Leben.,https://de.wiktionary.org/wiki/entstehen
stehen,erstehen,er-,inseparable,Verb,"gegen Bezahlung erwerben verwirklicht werden Religion , Christentum : auferstehen",,,Wir haben das Buch für wenig Geld erstanden.,https://de.wiktionary.org/wiki/erstehen
stehen,feststehen,fest-,separable,Verb,In der Bedeutung fest = sicher stehen ist nur Getrenntschreibung möglich.,,,"Es steht fest , dass schwarze Löcher existieren.",https://de.wiktionary.org/wiki/feststehen
stehen,gestehen,ge-,inseparable,Verb,etwas offen zugeben ; ein Geständnis ablegen,,,"Die Indizien sind klar, der Tatverdächtige muss den Mord nur noch gestehen.",https://de.wiktionary.org/wiki/gestehen
stehen,nachstehen,nach-,separable,Verb,"an zweiter/hinterer Position liegen, weil es jemanden, etwas Besseres gibt; nicht ebenbürtig sein; unterlegen sein",,,Er stand seinem Bruder in puncto Geschwindigkeit in nichts nach .,https://de.wiktionary.org/wiki/nachstehen
stehen,umstehen,um-,ambiguous,Verb,"regional : sterben , als Kreatur verenden regional : den Standort, an dem man steht, wechseln",,,Die Kühe sind am Milzbrand umgestanden .,https://de.wiktionary.org/wiki/umstehen
stehen,unterstehen,unter-,ambiguous,Verb,untergeben sein eine an sich unangemessene oder verbotene Handlungsmöglichkeit wahrnehmen,,,Die Kompanie untersteht dem Kommando von Hauptmann Knicker.,https://de.wiktionary.org/wiki/unterstehen
stehen,verstehen,ver-,inseparable,Verb,"In den Bedeutungen [2a, 2b] drückt das Verb verstehen einen schwächeren Grad des rationalen Erfassens aus als sein hier genanntes (Quasi-)Synonym begreifen ; letzteres Verb spricht dem Subjekt noch das Erkennen tieferer Einsichten und komplexerer Zusammenhänge zu. Nicht in der Umgangssprache, wohl aber in gewählter Sprache gilt dieselbe Differenzierung für die Bedeutung [2c].",,,"Es war so laut, man konnte sein eigenes Wort kaum verstehen.",https://de.wiktionary.org/wiki/verstehen
stehen,vorstehen,vor-,separable,Verb,"weiter (als etwas anderes) herausragen in leitender Position sein Jägersprache , von Hunden : Wild durch lautloses Verharren anzeigen selten : sich zeitlich in nächster Zeit ereignen",,,"„Das Krenz oder die Kruppe soll breit, rund und lang, die Hüften sollen abgerundet sein und nicht zu weit vorstehen .“",https://de.wiktionary.org/wiki/vorstehen
stehen,widerstehen,wider-,ambiguous,Verb,"standhaft bleiben , einer Versuchung nicht erliegen trotzen , sich widersetzen , nicht nachgeben , Widerstand leisten widerstandsfähig sein, der Einwirkung einer Kraft standhalten zuwider sein, eine Abneigung haben",,,Wer kann schon einem Stück Schokolade widerstehen?,https://de.wiktionary.org/wiki/widerstehen
stehen,zurückstehen,zurück-,separable,Verb,"räumlich : etwas steht zurück: nach hinten versetzt sein; hinter etwas anderem stehen figurativ : hinter jemandem zurückstehen: schlechter sein (beispielsweise in seinen Leistungen ), als ein anderer; sich weniger einsetzen figurativ : hinter jemandem zurückstehen: verzichten ; sich zurückhalten ; einem anderen den Vortritt lassen ; auch: benachteiligt werden",,,"Dieser Baum steht im Vergleich zu den anderen der Allee zurück, er ragt viel weiter in den Bürgersteig.",https://de.wiktionary.org/wiki/zur%C3%BCckstehen
stehen,zusammenstehen,zusammen-,separable,Verb,mit anderen am gleichen Ort sein/stehen übertragen : gemeinsam einer schwierigen Situation gegenübertreten / trotzen,,,Die Schaulustigen standen in Trauben zusammen und beobachteten das Spektakel.,https://de.wiktionary.org/wiki/zusammenstehen
stehen,zustehen,zu-,separable,Verb,"Recht : rechtmäßig gehören , rechtmäßig gegeben werden müssen Gerechtigkeit , Ethik : etwas, was immateriell ist (beispielsweise Anerkennung , Fairness , eine Pause ), gebührt jemandem",,,Ihm steht eine Entschädigung zu.,https://de.wiktionary.org/wiki/zustehen
stehen,überstehen,über-,ambiguous,Verb,transitiv : eine mühevolle oder gefahrvolle Situation hinter sich bringen,,,"Der Säugling hat die zehnstündige OP gut überstanden, schon während der Schwangerschaft wurde der Herzfehler diagnostiziert.",https://de.wiktionary.org/wiki/%C3%BCberstehen
stellen,abstellen,ab-,separable,Verb,"Gegenstand : aus der Hand legen und auf einer Fläche platzieren Verhalten : dafür sorgen, dass eine Handlung unterbleibt technisches Gerät : den aktiven Zustand beenden und außer Betrieb setzen Fahrzeug : parken Mitarbeiter : von der üblichen Arbeit freistellen und einer anderen Aufgabe zuweisen (sich) auf etwas oder jemanden beziehen, danach ausrichten",,,Du kannst den Einkaufskorb dort abstellen.,https://de.wiktionary.org/wiki/abstellen
stellen,anstellen,an-,separable,Verb,"einen Gegenstand an einen anderen anlehnen jemandem eine Arbeitsstelle geben etwas vollbringen bei bestimmten abstrakten Substantiven (immer im Plural) so viel wie tätigen , unternehmen , also die durch das Substantiv ausgedrückte Tätigkeit zur Ausführung bringen etwas mit jemandem oder mit etwas anstellen: etwas (oft, aber nicht immer, Schlimmes) mit einer Person oder einem Gegenstand tun, wobei die Person oder der Gegenstand das passive Opfer (oder „Opfer“) ist einen Streich spielen, ein Malheur verursachen Helvetismus sowie umgangssprachlich : einschalten reflexiv : sich einer Warteschlange anschließen reflexiv : sich in bestimmter Weise einer Aufgabe beziehungsweise einer Herausforderung stellen reflexiv : wehleidig herumjammern; um Schmerzen, Krankheiten und sonstige Beeinträchtigen des Wohlbefindens viel Aufhebens machen",,,Du musst die Leiter richtig anstellen.,https://de.wiktionary.org/wiki/anstellen
stellen,aufstellen,auf-,separable,Verb,"etwas aufrichten etwas an einen Platz stellen jemand an einen Platz beordern bilden, formieren für eine Wahl vorschlagen etwas entwickeln norddeutsch : Unsinn machen, Quatsch machen",,,Kannst du mal die Leiter wieder aufstellen?,https://de.wiktionary.org/wiki/aufstellen
stellen,ausstellen,aus-,separable,Verb,"etwas zur Schau stellen offizielles Dokument , eine Urkunde ( Bescheinigung , Pass , Ausweis ) ausfertigen etwas außer Betrieb setzen / nehmen",,,Die Galerie stellt Gemälde aus Privatbesitz aus.,https://de.wiktionary.org/wiki/ausstellen
stellen,beistellen,bei-,separable,Verb,"landschaftlich : hinzustellen , zu einer anderen Sache dazustellen besonders Österreich : zur Verfügung stellen Wirtschaft : Ware, die im eigenen Eigentum verbleibt, einem anderen Unternehmen für einen Zwischenschritt zur Verarbeitung übergeben",,,"Als Motor hierzu wird in der Regel und so lange unsere Mechanik nichts besseres erfindet, die Dampfmaschine dienen müssen, die, je nachdem die Anforderungen beim Personen- oder Leichentransporte große sind, in dem entsprechenden Caliber beigestellt werden müssen.",https://de.wiktionary.org/wiki/beistellen
stellen,bestellen,be-,inseparable,Verb,"eine Ware oder Dienstleistung zur Lieferung in Auftrag geben eine Nachricht ausrichten, überbringen Landwirtschaft : den Boden bearbeiten jemanden bestellen zu : jemandem ein Amt (einen Dienstposten ) übertragen Mehrere Bedeutungen fehlen noch.",,,Ich habe mir eben eine Pizza bestellt.,https://de.wiktionary.org/wiki/bestellen
stellen,durchstellen,durch-,ambiguous,Verb,"transitiv , intransitiv : (ein Telefonat ) von einem Telefonapparat zum gewünschten Empfänger an einem Nebenanschluss weiterleiten",,,"„Als ein Beamter in der vergangenen Woche spät abends den Assistenten des Präsidenten, Jack Valenti , am Telefon verlangte, anwortete ihm die Telefonistin: ‚Moment, ich stelle Sie zum Präsidenten durch. ‘“",https://de.wiktionary.org/wiki/durchstellen
stellen,einstellen,ein-,separable,Verb,"jemanden als Arbeitnehmer aufnehmen Technik : justieren reflexiv : sich auf etwas vorbereiten etwas (eine Tätigkeit ) nicht mehr ausüben reflexiv : sich einfinden, kommen schweizerisch , eine (Telefon-)Nummer : wählen schweizerisch , im Amt, im Dienst, in der Funktion, in einem Recht einstellen : jemanden vorübergehend seines Amtes entheben, vom Dienst, von gewissen Rechten suspendieren Bautechnik , einen Bauteil (einen Turm, eine Säule) : so konstruieren, dass es scheinbar mit dem Baukörper verschmilzt",,,Die Firma stellte letztes Jahr 10 weitere Sachbearbeiter ein.,https://de.wiktionary.org/wiki/einstellen
stellen,entstellen,ent-,inseparable,Verb,"transitiv : das Äußere negativ verändern, hässlich machen transitiv : falsch darstellen, den Sinn nicht korrekt wiedergeben",,,"„Es gelte den Fahrer, der betrunken den Autounfall verursacht und ihr Gesicht entstellt hat, zur Rechenschaft zu ziehen.“",https://de.wiktionary.org/wiki/entstellen
stellen,erstellen,er-,inseparable,Verb,"transitiv : etwas erbauen , errichten , herstellen",,,"Jetzt wurde ein neues Konzept erstellt, und die Schüler der vierten Klassen planten im Sachunterricht Regeln für die Nutzung und Pflege des Gartens.",https://de.wiktionary.org/wiki/erstellen
stellen,feststellen,fest-,separable,Verb,einen Sachverhalt ermitteln und auch: über den Status Auskunft geben sich eines Sachverhaltes bewusst werden etwas in einer Position befestigen,,,"Der Notar stellte fest, dass der Vertrag noch nicht unterschriftsreif war.",https://de.wiktionary.org/wiki/feststellen
stellen,herstellen,her-,separable,Verb,"einen Gegenstand ( gewerbsmäßig ) anfertigen erreichen , dass etwas zustande kommt",,,Feuerzeuge stellen wir nicht mehr her.,https://de.wiktionary.org/wiki/herstellen
stellen,hinstellen,hin-,separable,Verb,transitiv : etwas an einem bestimmten Ort platzieren Mehrere Bedeutungen fehlen noch.,,,Sie stellt den Teller neben das Glas hin.,https://de.wiktionary.org/wiki/hinstellen
stellen,nachstellen,nach-,separable,Verb,"etwas nach einer Änderung / nach einem bestimmten Zeitraum wieder genau einstellen die Zeiger einer Uhr zurückstellen eine Situation originalgetreu darstellen, wiedergeben Linguistik : ein Wort oder ein Satzglied in einem Satz hinter ein anderes setzen oder verschieben ein Tier oder eine Person verfolgen eine Person hartnäckig umwerben",,,Aufgrund der hohen Belastung seiner Fahrradbremsen musste er sie nach der Geländetour nachstellen.,https://de.wiktionary.org/wiki/nachstellen
stellen,umstellen,um-,ambiguous,Verb,"um etwas herumstellen, einkreisen",,,Kommen Sie mit erhobenen Händen heraus! Das Gebäude ist umstellt!,https://de.wiktionary.org/wiki/umstellen
stellen,unterstellen,unter-,ambiguous,Verb,"transitiv , etwas jemandem unterstellen : jemandem die Verfügungsgewalt geben über etwas (Aufgaben, Personen, Institutionen, Militärverbände) transitiv , jemandem etwas unterstellen : jemandem etwas in negativer Absicht fälschlicherweise zuschreiben (vor allem eine Absicht, eine Meinung, eine Handlung) transitiv : von etwas als einer Annahme ausgehen",,,Die Kompanie wurde zeitweilig einer anderen Division unterstellt.,https://de.wiktionary.org/wiki/unterstellen
stellen,verstellen,ver-,inseparable,Verb,"transitiv : durch andere Objekte unzugänglich machen bzw. verstecken transitiv : die Einstellungen an einer Anlage verändern reflexiv : sich anders geben, als man ist",,,"„Nel bleibt dabei, dass in der Mehrfachsteckdose kein Platz für einen weiteren Ventilator gewesen sei. Ob die Steckdose verstellt wurde oder nicht, spiele gar keine Rolle.“",https://de.wiktionary.org/wiki/verstellen
stellen,vorstellen,vor-,separable,Verb,"etwas nach vorne stellen etwas vor etwas anderes stellen miteinander bekanntmachen [3a] reflexiv : sich selbst bekannt machen, den eigenen Namen nennen [3b] transitiv : jemanden einem anderen, der ihn nicht kennt, bekannt machen reflexiv : sich ein Bild von etwas machen, anschaulich im Sinn haben, sich über etwas Gedanken machen transitiv : jemand anderem etwas bekannt machen intransitiv : etwas darstellen , jemanden (im Theater) spielen",,,Ich stelle den Leuchter mal vor.,https://de.wiktionary.org/wiki/vorstellen
stellen,wegstellen,weg-,separable,Verb,(eine Sache) an einen anderen Ort bringen und dort verwahren,,,"„Flora stellt die Einkaufstüte ab, schließt die Tür und zieht die Schuhe aus, und als sie sich bückt, um sie wegzustellen , sträuben sich die Haare auf ihren Armen.“",https://de.wiktionary.org/wiki/wegstellen
stellen,zurückstellen,zurück-,separable,Verb,"wieder an den Ort setzen ( stellen ), wo etwas vorher war die Uhr zurückdrehen; ein Programm auf Anfang setzen ein Thema: nicht jetzt behandeln; in eine Warteposition bringen aus dem Verkaufsangebot nehmen; für jemanden aufbewahren eine Person: nicht jetzt fortfahren lassen; in eine Warteposition zwingen",,,Stell bitte das Buch an den richtigen Platz zurück .,https://de.wiktionary.org/wiki/zur%C3%BCckstellen
stellen,zusammenstellen,zusammen-,separable,Verb,"etwas an einen gemeinsamen Platz stellen etwas unter einem bestimmten Aspekt so anordnen, das etwas Neues, Einheitliches und In-Sich-Konsistentes entsteht",,,"Wir müssen die Stühle und Tische zusammenstellen , damit wir sie mit einer Kette sichern können.",https://de.wiktionary.org/wiki/zusammenstellen
stellen,zustellen,zu-,separable,Verb,"etwas mit Gegenständen versperren , verbarrikadieren eine postalische Sendung überbringen österreichisch : etwas zum Kochen auf der Herdplatte platzieren",,,Die ganze Einfahrt ist mit Fahrzeugen zugestellt.,https://de.wiktionary.org/wiki/zustellen
stellen,überstellen,über-,ambiguous,Verb,"transitiv: jemanden – häufig Festgenommene oder Gefangene – (einer Anweisung entsprechend) in einen anderen Verantwortungsbereich (andere Behörde , andere Dienststelle ) übergeben reflexiv; Jägersprache , in Bezug auf Auerhähne : den Ast oder Baum abends vor dem Einschlafen oder morgens während der Balz wechseln",,,Der festgenommene Verdächtigte wird dem Erkennungsdienst überstellt.,https://de.wiktionary.org/wiki/%C3%BCberstellen
tragen,abtragen,ab-,separable,Verb,"schichtweise entfernen Kleidung so lange benutzen, bis sie kaputt ist bezahlen Haushalt , gehoben : das Geschirr vom Tisch räumen Medizin : operativ entfernen Geometrie : Strecke auf Gerade festlegen",,,Die Restauratorin trägt sehr vorsichtig die obersten Farbschichten ab .,https://de.wiktionary.org/wiki/abtragen
tragen,antragen,an-,separable,Verb,"jemandem einen Dienst, eine Position oder Vergünstigung anbieten",,,"Aber sie schlug alle Männer aus, die man ihr antrug, um Valerio, ihres Mannes Edelknaben, vorzuziehen.",https://de.wiktionary.org/wiki/antragen
tragen,auftragen,auf-,separable,Verb,"Speisen auf dem Tisch servieren; ein Thema ansprechen Cremes, Salben, Pasten u. Ä. auf eine Oberfläche aufbringen jemanden bitten, eine Aufgabe zu erledigen umgangssprachlich : Kleidung tragen, bis sie verschlissen ist massiger, dicker wirken lassen angeben",,,Der dritte Gang wird soeben aufgetragen .,https://de.wiktionary.org/wiki/auftragen
tragen,austragen,aus-,separable,Verb,etwas verschiedenen Empfängern zubringen eine Auseinandersetzung zur Entscheidung führen ein Kind bis zur Geburt im Mutterleib tragen jemanden oder etwas aus einer Liste streichen,,,Er trägt seit dreißig Jahren die Post aus.,https://de.wiktionary.org/wiki/austragen
tragen,beitragen,bei-,separable,Verb,"zu einer Sache beitragen: einen Anteil zur Verwirklichung von etwas leisten zu einer Sache etwas beitragen: etwas Bestimmtes geben, um ein Ziel zu erreichen",,,"„Experten und Politiker aus ganz Europa diskutieren heute und morgen über aktuelle Projekte, die zu weniger CO2-Emissionen im Gebäudebereich und damit zum Klimaschutz beitragen können.“ (Quelle: welt.de vom 17.01.2005 )",https://de.wiktionary.org/wiki/beitragen
tragen,betragen,be-,inseparable,Verb,"einen Wert , eine zahlenmäßige Größe , einen Geldbetrag darstellen, ausmachen, umfassen reflexiv : bestimmten Verhaltensnormen , Sitten und Anstandsregeln gerecht werden, diese einhalten",,,"Der Preis beträgt nicht einmal 100 Euro, sondern nur 99 Euro und 95 Cent.",https://de.wiktionary.org/wiki/betragen
